SKU,Name,Units,UOM,Price,Mfg,Notes
BLT-1112,Socket Head Cap Screw M10x40,2411,pcs,0.66,Grainger,check inventory first
VLV-1584,Butterfly Valve 1/2in,23,pc,848.52,Cameron,
PIP-1447,CPVC Pipe 6in x 6m,17,PCS,335.92,ArcelorMittal,
VLV-1626,solenoid valve 1in,29,pcs,296.76,Emerson,
BRG-1081,Cylindrical Roller Bearing 6208,151,EA,32.05,INA,standard
WSH-1320,Spring Washer M6,4357,pcs,0.74,Nord-Lock,backorder ok
NUT-1271,Weld Nut M8,9404,pcs,0.73,Fastenal,
BLT-1177,  Anchor Bolt 1/2x2in ,2950,ea,0.52,McMaster-Carr,
ELC-2089,Junction Box 40A,33,pcs,50.28,Schneider Electric,approved by mgr
BRG-1018,Tapered Roller Bearing 51105,111,pc,41.16,Koyo,standard
ORG-2013,Oil Seal 10mm ID,195,Pc,33.73,Freudenberg,standard
LUB-1978,chain lubricant 200l,40,pcs.,303.43,Kluber,urgent
ELC-2059,Overload Relay 100A,16,ea,230.15,ABB,
PRS-1718,Thermocouple Type K 0-500psi,25,pcs.,93.18,WIKA,
FLG-1534,SOCKET WELD FLANGE 4IN 300#,74,pcs.,30.24,Bonney Forge,
VLV-1610,Diaphragm Valve 1in,41,ea,760.44,Velan,see attached spec
VLV-1609,DIAPHRAGM VALVE 3/4IN,15,ea,173.69,Flowserve,
PRS-1705,Level Transmitter 0-150C,6,pc,89.17,Emerson Rosemount,replacement
WSH-1362,Tab Washer M10,5110,Pc,0.58,Fastenal,standard
ELC-2067,Control Transformer 100A,46,ea.,256.10,Schneider Electric,new requirement
WSH-1316,Lock Washer 1/2in,8917,ea.,0.09,McMaster-Carr,backorder ok
WSH-1326,Spring Washer 1/2in,1564,pc,1.70,Nord-Lock,replacement
ELB-1479,Elbow 45deg 6in,187,pcs.,63.54,Victaulic,urgent
ELC-2066,control transformer 63a,16,ea,225.16,ABB,need by Friday
HSE-1730,hydraulic hose 1/4in x 1m,41,pcs,171.54,Parker,
HSE-1738,hydraulic fitting 1/4in x 1m,40,pcs.,415.19,Bosch Rexroth,see attached spec
ELB-1492,Street Elbow 90deg 2in,43,ea,16.05,Smith-Cooper,standard
PMP-1879,  Diaphragm Pump 2in 15HP ,2,pc,5866.88,Grundfos,standard
NUT-1236,Coupling Nut 1/2in,2346,pc,1.41,Grainger,urgent
BLT-1195,Lag Bolt M16x80,1812,Pc,3.59,Fastenal,need by Friday
BLT-1195,Lag Bolt M16x80,1812,Pc,3.59,Fastenal,need by Friday
ELB-1472,Elbow 45deg 1/2in,95,ea.,76.91,Bonney Forge,
ELB-1472,Elbow 45deg 1/2in,95,ea.,76.91,Bonney Forge,
SLV-1952,Mechanical Seal 80mm,7,PCS,277.19,Rexnord,approved by mgr
PMP-1874,Centrifugal Pump 3in 20HP,4,ea.,7161.33,Xylem,quarterly order
BRG-1086,Cylindrical Roller Bearing 22210,248,ea.,19.42,INA,
BRG-1086,Cylindrical Roller Bearing 22210,248,ea.,19.42,INA,
WSH-1327,Spring Washer 5/8in,5739,pc,0.22,Grainger,
FLG-1514,Slip-On Flange 3in 150#,40,pc,237.62,Bonney Forge,approved by mgr
LUB-1957,Bearing Grease 20L,36,Pc,103.04,Castrol,
MTR-1831,Gear Motor 1HP,8,pcs.,1260.82,WEG,new requirement
WSH-1327,Spring Washer 5/8in,1146,PCS,1.90,Grainger,approved by mgr
WSH-1303,Flat Washer M12,6680,Pc,0.53,Nord-Lock,backorder ok
FLG-1522,BLIND FLANGE 3IN 150#,51,ea.,67.85,Texas Flange,
VLV-1600,Plug Valve 1/2in,43,ea,102.54,Neles,approved by mgr
WSH-1322,Spring Washer M10,1568,PCS,1.32,Nord-Lock,new requirement
BLT-1144,EYE BOLT M12X60,135,pcs.,5.08,Hilti,need by Friday
WSH-1369,Tab Washer 1in,4331,pc,1.35,Fastenal,check inventory first
ORG-2010,O-Ring Silicone 40mm ID,202,pcs,4.08,Parker,
PRS-1717,Thermocouple Type K 0-200psi,6,pc,159.26,Emerson Rosemount,approved by mgr
MTR-1828,Electric Motor 3Phase 20HP,10,ea.,1588.69,Siemens,quarterly order
FLT-1799,FUEL FILTER 50 MICRON,74,PCS,121.29,Hydac,
FLT-1799,FUEL FILTER 50 MICRON,74,PCS,121.29,Hydac,
SLV-1934,Shaft Key 60mm,26,pcs.,105.58,Timken,urgent
ELC-2078,Cable Gland 16A,20,pcs.,249.99,Eaton,standard
WLD-2102,welding rod e6010 3.2mm x 5kg,15,ea,39.10,Lincoln Electric,standard
HSE-1757,HYDRAULIC PUMP 3/4IN X 3M,19,pc,557.07,Eaton,approved by mgr
BRG-1036,Spherical Roller Bearing 22210,139,EA,40.38,NTN,urgent
PRS-1712,Pressure Transmitter 0-150C,8,EA,380.04,Endress+Hauser,need by Friday
PRS-1721,THERMOCOUPLE TYPE K 2IN LINE,30,pcs.,124.62,Endress+Hauser,backorder ok
ELB-1472,Elbow 45deg 1/2in,135,ea,2.37,Bonney Forge,
VLV-1610,DIAPHRAGM VALVE 1IN,19,Pc,367.24,Velan,
PRS-1708,Level Transmitter 4in line,16,Pc,247.64,Emerson Rosemount,backorder ok
WLD-2105,Welding Rod E6010 1.0mm x 15kg,9,pcs,18.05,Hobart,need by Friday
ELB-1473,Elbow 45deg 3/4in,71,pc,31.42,Bonney Forge,
WLD-2108,Welding Rod E7018 3.2mm x 5kg,68,Pc,108.61,Miller,
FLT-1789,  Air Filter Element 1 Micron ,27,ea,38.13,Parker,quarterly order
SLV-1914,Shaft Coupling 25mm,8,pcs,63.46,Martin Sprocket,new requirement
HSE-1765,  Hydraulic Filter 3/4in x 3m ,45,ea.,109.81,Bosch Rexroth,urgent
FLG-1547,lap joint flange 4in 150#,65,pcs.,196.86,Bonney Forge,
FLG-1544,Lap Joint Flange 1in 150#,91,pcs.,87.41,Texas Flange,
WSH-1337,BELLEVILLE WASHER 5/8IN,3397,ea,0.88,McMaster-Carr,replacement
FLT-1784,Air Filter Element 5 Micron,47,ea,34.65,Hydac,standard
FLT-1794,Hydraulic Filter Element 100 Micron,79,pcs.,145.07,Donaldson,see attached spec
ELC-2084,Cable Gland 160A,25,pc,191.73,Eaton,check inventory first
GSK-1675,Metal Jacketed Gasket 2in 150#,145,ea.,51.78,Garlock,
GSK-1678,Metal Jacketed Gasket 6in 150#,126,Pc,57.43,Garlock,new requirement
BLT-1107,Hex Bolt 1/2x2in,2739,PCS,4.72,Wurth,need by Friday
PRS-1703,Level Transmitter 0-200psi,8,PCS,175.42,WIKA,
BRG-1089,CYLINDRICAL ROLLER BEARING UC205,83,ea,33.24,NTN,
VLV-1596,Needle Valve 2in,39,ea.,663.91,Velan,check inventory first
ELB-1464,Elbow 90deg 1/2in,91,PCS,8.75,Victaulic,new requirement
WSH-1353,Wave Washer M12,7642,pcs,1.42,Fastenal,check inventory first
BRG-1053,Needle Roller Bearing 30206,9,pcs.,24.24,Timken,new requirement
SLV-1946,Mechanical Seal 25mm,3,pc,292.16,Rexnord,
BLT-1164,Stud Bolt M12x60,1863,ea.,5.01,Fastenal,need by Friday
WLD-2108,Welding Rod E7018 3.2mm x 5kg,12,pcs.,79.96,Miller,approved by mgr
PIP-1439,  PVC Pipe SCH40 6in x 6m ,148,pc,111.77,Tenaris,quarterly order
VLV-1552,  Ball Valve Full Port 1/2in ,30,pcs,535.15,Crane,need by Friday
VLV-1568,Globe Valve 1/2in,28,pcs,450.63,Cameron,new requirement
MTR-1865,Explosion Proof Motor 7.5HP,2,pcs.,1813.21,Baldor,
HSE-1772,quick disconnect coupling 1/2in x 3m,47,Pc,507.29,Danfoss,
NUT-1201,Hex Nut M8,4636,EA,1.04,Wurth,need by Friday
NUT-1201,Hex Nut M8,4636,EA,1.04,Wurth,need by Friday
FLG-1550,Lap Joint Flange 4in 300#,12,PCS,106.90,Boltex,
NUT-1203,Hex Nut M12,5038,ea.,2.42,McMaster-Carr,new requirement
BRG-1095,Flanged Bearing Unit 7208,130,pcs,47.32,NSK,quarterly order
BRG-1080,Cylindrical Roller Bearing 6205,326,Pc,103.26,NSK,replacement
FLT-1810,Bag Filter 25 Micron,42,ea,66.60,Donaldson,backorder ok
WSH-1334,Belleville Washer M16,7912,EA,1.47,McMaster-Carr,
FLG-1509,Weld Neck Flange 2in 300#,94,PCS,115.23,Coastal Flange,
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,75,pcs.,143.83,Tata Steel,
ELB-1480,Long Radius Elbow 90deg 1/2in,131,ea.,6.98,Smith-Cooper,urgent
ELC-2053,Overload Relay 10A,21,PCS,297.50,ABB,
FLT-1806,WATER FILTER CARTRIDGE 100 MICRON,73,pc,125.00,Pall Corporation,
NUT-1237,coupling nut 5/8in,1476,ea,2.34,McMaster-Carr,need by Friday
WLD-2106,Welding Rod E6010 1.2mm x 15kg,30,ea,38.53,Miller,
WSH-1342,Fender Washer M10,2876,ea,0.63,McMaster-Carr,quarterly order
ELB-1501,Reducing Elbow 3in,92,EA,17.86,Anvil International,need by Friday
LUB-1982,Anti-Seize Compound 20L,10,pc,403.69,Castrol,need by Friday
ORG-2020,Oil Seal 75mm ID,467,pc,14.51,SKF,urgent
ELB-1493,Street Elbow 90deg 3in,117,EA,27.53,Bonney Forge,urgent
ELB-1493,Street Elbow 90deg 3in,117,EA,27.53,Bonney Forge,urgent
WSH-1356,Wave Washer 1/2in,7405,pcs.,0.49,Fastenal,standard
MTR-1843,Servo Motor 3HP,2,pcs,342.68,Siemens,
FLT-1791,Hydraulic Filter Element 10 Micron,44,pc,179.34,Parker,replacement
WSH-1341,Fender Washer M8,6437,pcs.,0.41,Nord-Lock,standard
ELB-1503,Reducing Elbow 6in,110,Pc,63.80,Anvil International,urgent
ELB-1503,Reducing Elbow 6in,110,Pc,63.80,Anvil International,urgent
SLV-1927,Shaft Collar 75mm,35,PCS,221.64,Dodge,backorder ok
PRS-1683,Pressure Gauge 0-500psi,15,Pc,356.26,Endress+Hauser,check inventory first
FLT-1796,Fuel Filter 5 Micron,20,pcs.,170.54,Mann+Hummel,
VLV-1571,Globe Valve 1.5in,39,pcs,507.02,Crane,standard
VLV-1571,Globe Valve 1.5in,39,pcs,507.02,Crane,standard
PMP-1881,  Diaphragm Pump 4in 25HP ,2,pc,2836.21,Sulzer,replacement
SLV-1945,Shaft Seal 100mm,20,pcs,311.80,John Crane,standard
GSK-1635,  Spiral Wound Gasket 4in 150# ,161,Pc,44.60,Garlock,check inventory first
GSK-1674,Metal Jacketed Gasket 1in 150#,22,Pc,49.68,Teadit,replacement
PRS-1688,Temperature Gauge 0-100psi,20,EA,26.38,Emerson Rosemount,replacement
WSH-1339,belleville washer 1in,1424,pcs,0.09,Fastenal,need by Friday
WSH-1314,LOCK WASHER M16,7881,pcs.,0.92,Nord-Lock,
ELB-1498,Reducing Elbow 1in,169,ea.,66.47,Smith-Cooper,
PIP-1457,chrome moly pipe 3/4in x 6m,33,pcs,118.60,ArcelorMittal,backorder ok
ORG-2001,o-ring viton 30mm id,345,ea,21.56,Trelleborg,need by Friday
PRS-1717,THERMOCOUPLE TYPE K 0-200PSI,5,ea,103.44,Emerson Rosemount,standard
ELC-2099,push button switch 100a,42,ea.,367.18,Eaton,need by Friday
ELC-2099,push button switch 100a,42,ea.,367.18,Eaton,need by Friday
WSH-1305,Flat Washer M20,3226,pcs.,1.80,Nord-Lock,new requirement
LUB-1974,Chain Lubricant 400g,25,pc,372.23,Mobil,
BLT-1152,u-bolt m10x40,394,pc,1.06,Fastenal,new requirement
WSH-1367,Tab Washer 5/8in,2563,ea,0.49,Nord-Lock,new requirement
NUT-1218,Lock Nut Nylon Insert 3/4in,8516,ea,2.18,Grainger,backorder ok
HSE-1775,  Quick Disconnect Coupling 1/4in ,40,pcs,460.17,Parker,quarterly order
WSH-1336,Belleville Washer 1/2in,5476,ea,0.36,Fastenal,urgent
WSH-1354,WAVE WASHER M16,5384,ea.,0.72,Fastenal,need by Friday
WSH-1354,WAVE WASHER M16,5384,ea.,0.72,Fastenal,need by Friday
LUB-1974,Chain Lubricant 400g,4,pcs,254.40,Mobil,
ELC-2058,Overload Relay 63A,31,ea,122.81,ABB,standard
VLV-1625,SOLENOID VALVE 3/4IN,11,PCS,569.28,Emerson,quarterly order
FLG-1533,Socket Weld Flange 2in 300#,77,pcs,155.35,Texas Flange,backorder ok
ELB-1501,Reducing Elbow 3in,54,Pc,6.47,Anvil International,quarterly order
MTR-1851,Stepper Motor 1HP,5,Pc,2719.61,WEG,standard
PIP-1418,CARBON STEEL PIPE SCH80 1IN X 6M,185,Pc,234.78,Nippon Steel,
ELC-2059,Overload Relay 100A,2,PCS,131.78,ABB,approved by mgr
WSH-1328,Spring Washer 3/4in,2680,EA,0.11,Fastenal,see attached spec
ELB-1478,  Elbow 45deg 4in ,54,ea,28.67,Anvil International,
FLG-1516,Slip-On Flange 6in 150#,57,EA,195.97,Boltex,
MTR-1854,Stepper Motor 5HP,4,ea.,2387.89,WEG,
VLV-1583,Check Valve Swing 6in,46,pcs,139.20,Velan,approved by mgr
NUT-1272,Weld Nut M10,5930,pcs.,2.42,Fastenal,quarterly order
FLG-1546,Lap Joint Flange 3in 150#,67,PCS,174.57,Boltex,replacement
NUT-1288,Acorn Nut 3/4in,2309,EA,2.41,McMaster-Carr,
BRG-1004,Deep Groove Ball Bearing 30208,324,PCS,90.77,Timken,need by Friday
BLT-1103,Hex Bolt M10x50,2927,PCS,7.77,Grainger,need by Friday
FLT-1794,HYDRAULIC FILTER ELEMENT 100 MICRON,20,Pc,156.84,Donaldson,
GSK-1675,Metal Jacketed Gasket 2in 150#,89,pcs.,30.86,Garlock,approved by mgr
SLV-1953,Mechanical Seal 100mm,32,Pc,128.46,Timken,check inventory first
FLT-1789,Air Filter Element 1 Micron,98,pcs,80.08,Parker,quarterly order
PRS-1693,  Temperature Gauge 2in line ,29,pcs,381.39,WIKA,check inventory first
PRS-1711,Pressure Transmitter 0-500psi,2,pc,106.43,Honeywell,quarterly order
HSE-1750,Hydraulic Cylinder 1in x 5m,35,pcs.,621.33,Parker,approved by mgr
NUT-1284,Acorn Nut M16,2836,Pc,1.63,Brighton-Best,
NUT-1213,Lock Nut Nylon Insert M12,1533,pc,2.20,Fastenal,
SLV-1942,Shaft Seal 60mm,21,pcs.,222.87,Martin Sprocket,
NUT-1217,lock nut nylon insert 5/8in,672,ea.,2.40,McMaster-Carr,need by Friday
BRG-1041,Thrust Ball Bearing 6208,330,PCS,57.66,Koyo,replacement
ORG-2009,O-Ring Silicone 30mm ID,19,PCS,8.55,James Walker,see attached spec
ORG-2012,o-ring silicone 75mm id,191,PCS,19.08,James Walker,new requirement
WSH-1366,Tab Washer 1/2in,5295,Pc,1.22,McMaster-Carr,
HSE-1740,Hydraulic Fitting 1/2in x 3m,35,PCS,100.72,Danfoss,replacement
FLG-1512,Slip-On Flange 1in 150#,61,Pc,199.75,Bonney Forge,
ELB-1471,Elbow 90deg 6in,110,ea.,61.95,Georg Fischer,
PMP-1878,Diaphragm Pump 2in 10HP,3,pcs,4668.30,Ebara,standard
PMP-1878,Diaphragm Pump 2in 10HP,3,pcs,4668.30,Ebara,standard
BLT-1186,Structural Bolt M20x100,2414,pc,6.52,Grainger,urgent
BLT-1186,Structural Bolt M20x100,2414,pc,6.52,Grainger,urgent
BRG-1026,Angular Contact Bearing 22210,74,Pc,82.73,NTN,
NUT-1294,T-NUT M16,2679,Pc,1.59,McMaster-Carr,check inventory first
NUT-1266,CAGE NUT 1/2IN,4713,pcs,0.74,McMaster-Carr,
BLT-1100,Hex Bolt M6x20,292,Pc,1.72,Hilti,backorder ok
SLV-1944,Shaft Seal 80mm,24,pc,170.67,Timken,
ELB-1490,Street Elbow 90deg 1in,115,PCS,40.95,Bonney Forge,
VLV-1570,Globe Valve 1in,26,pcs.,737.70,Neles,backorder ok
BRG-1021,Angular Contact Bearing 6208,167,PCS,62.86,FAG,approved by mgr
MTR-1860,Explosion Proof Motor 0.5HP,10,pcs,696.56,Siemens,see attached spec
SLV-1937,Shaft Key 100mm,37,Pc,264.22,Rexnord,quarterly order
WSH-1318,Lock Washer 3/4in,3682,pcs,1.20,Nord-Lock,check inventory first
HSE-1775,Quick Disconnect Coupling 1/4in,17,ea.,513.78,Parker,
WSH-1341,Fender Washer M8,7820,pcs.,0.85,Nord-Lock,quarterly order
BRG-1031,Spherical Roller Bearing 6208,461,PCS,9.85,SKF,
ELC-2075,Terminal Block 100A,23,ea,230.83,Allen-Bradley,new requirement
ELC-2075,Terminal Block 100A,23,ea,230.83,Allen-Bradley,new requirement
GSK-1668,KAMMPROFILE GASKET 2IN 150#,45,pcs.,33.17,Teadit,backorder ok
WSH-1318,Lock Washer 3/4in,2744,ea.,1.11,Nord-Lock,backorder ok
ELC-2100,push button switch 160a,24,EA,121.43,Schneider Electric,need by Friday
BRG-1009,Deep Groove Ball Bearing UC205,418,Pc,45.79,SKF,need by Friday
BRG-1047,Thrust Ball Bearing NU210,486,ea,22.38,NSK,check inventory first
PMP-1876,Diaphragm Pump 1in 5HP,5,ea,841.84,Ebara,backorder ok
ORG-2019,Oil Seal 50mm ID,53,EA,2.73,SKF,check inventory first
ORG-2012,O-Ring Silicone 75mm ID,145,Pc,6.22,James Walker,replacement
BRG-1097,Flanged Bearing Unit NU210,174,pcs.,33.84,SKF,new requirement
BRG-1041,Thrust Ball Bearing 6208,141,pc,50.57,Koyo,approved by mgr
WSH-1386,Fiber Washer 1/2in,8354,pcs,0.34,Nord-Lock,urgent
FLT-1779,oil filter element 10 micron,95,pcs,147.80,Mahle,quarterly order
VLV-1589,Butterfly Valve 3in,47,pcs,257.70,Neles,backorder ok
BLT-1176,ANCHOR BOLT M20X100,4258,EA,7.95,Wurth,
BLT-1155,U-Bolt M16x80,619,ea.,3.68,Fastenal,see attached spec
PMP-1900,Booster Pump 1in 5HP,1,EA,5109.35,KSB,standard
BLT-1195,Lag Bolt M16x80,4147,pcs.,6.37,Fastenal,standard
ELC-2086,Junction Box 16A,17,Pc,148.06,ABB,urgent
ELC-2060,Overload Relay 160A,4,PCS,26.77,Eaton,quarterly order
BLT-1178,Anchor Bolt 5/8x3in,3160,Pc,0.63,McMaster-Carr,urgent
NUT-1290,T-Nut M6,1191,pc,2.74,Wurth,
SLV-1932,Shaft Key 40mm,8,ea,146.63,Timken,standard
BRG-1067,Pillow Block Bearing NU210,337,Pc,105.52,Timken,urgent
BRG-1067,Pillow Block Bearing NU210,337,Pc,105.52,Timken,urgent
BRG-1097,Flanged Bearing Unit NU210,208,pcs.,118.42,SKF,new requirement
NUT-1258,castle nut 3/4in,7832,Pc,1.00,McMaster-Carr,replacement
BLT-1180,Structural Bolt M6x20,4542,EA,5.40,Nord-Lock,
BRG-1083,Cylindrical Roller Bearing 30206,202,ea,9.81,NSK,see attached spec
WSH-1348,Fender Washer 3/4in,8652,ea.,0.93,Grainger,urgent
ORG-1997,o-ring viton 10mm id,115,pcs.,5.25,James Walker,urgent
ORG-1997,o-ring viton 10mm id,115,pcs.,5.25,James Walker,urgent
FLT-1781,Oil Filter Element 50 Micron,32,EA,34.97,Mahle,approved by mgr
PIP-1420,Carbon Steel Pipe SCH80 2in x 6m,42,Pc,323.58,ArcelorMittal,
GSK-1663,Graphite Gasket 4in 150#,151,pcs,43.56,Garlock,urgent
BRG-1081,CYLINDRICAL ROLLER BEARING 6208,334,pcs.,84.84,INA,
WSH-1378,Sealing Washer 3/4in,372,PCS,0.79,Nord-Lock,urgent
BLT-1122,Carriage Bolt M10x40,3545,pcs,5.83,McMaster-Carr,
GSK-1668,  Kammprofile Gasket 2in 150# ,163,ea.,18.09,Teadit,
BRG-1090,  Flanged Bearing Unit 6205 ,145,Pc,66.72,NTN,standard
BRG-1090,  Flanged Bearing Unit 6205 ,145,Pc,66.72,NTN,standard
ORG-2025,Lip Seal 30mm ID,100,ea,18.54,Trelleborg,backorder ok
BRG-1025,  Angular Contact Bearing 7208 ,476,pcs,91.79,FAG,
VLV-1597,Needle Valve 3in,47,pcs,376.54,Swagelok,quarterly order
NUT-1230,Coupling Nut M6,3729,EA,2.91,Wurth,
PRS-1693,Temperature Gauge 2in line,5,ea,374.39,WIKA,standard
WLD-2117,MIG WIRE ER70S-6 1.0MM X 15KG,42,EA,88.41,Lincoln Electric,
SLV-1927,Shaft Collar 75mm,6,PCS,223.87,Dodge,
BLT-1182,Structural Bolt M10x40,590,pcs.,0.38,Grainger,
BRG-1066,PILLOW BLOCK BEARING 22210,425,pc,33.00,Koyo,
MTR-1823,Electric Motor 3Phase 3HP,6,EA,1844.70,Siemens,quarterly order
HSE-1742,Hydraulic Fitting 1in x 5m,5,EA,108.68,Bosch Rexroth,standard
PIP-1420,Carbon Steel Pipe SCH80 2in x 6m,20,pc,168.37,ArcelorMittal,
MTR-1822,Electric Motor 3Phase 2HP,9,pcs,3287.92,ABB,replacement
PIP-1425,Galvanized Pipe 3/4in x 6m,167,Pc,278.90,Nippon Steel,approved by mgr
NUT-1252,Castle Nut M10,1724,pc,0.11,McMaster-Carr,urgent
PIP-1460,Chrome Moly Pipe 2in x 6m,33,ea,177.45,Tata Steel,need by Friday
BRG-1098,Flanged Bearing Unit 51105,385,PCS,99.91,INA,quarterly order
ELC-2044,Circuit Breaker 160A,13,ea,353.14,Allen-Bradley,urgent
GSK-1649,PTFE Envelope Gasket 4in 150#,41,Pc,40.69,Flexitallic,
SLV-1924,Shaft Collar 40mm,8,Pc,114.49,John Crane,
BRG-1073,Self-Aligning Bearing 30206,264,ea.,52.33,NTN,check inventory first
WSH-1328,Spring Washer 3/4in,6464,pcs.,1.26,Fastenal,new requirement
BRG-1012,Tapered Roller Bearing 6310,153,pc,29.74,Koyo,
NUT-1260,Cage Nut M6,1804,pcs.,1.91,Wurth,
PIP-1439,PVC Pipe SCH40 6in x 6m,174,ea.,266.18,Tenaris,quarterly order
PIP-1400,Steel Pipe SCH40 1/2in x 6m,199,ea.,260.74,Tenaris,new requirement
BRG-1082,Cylindrical Roller Bearing 6310,485,pc,72.20,NTN,
HSE-1733,Hydraulic Hose 3/4in x 3m,32,PCS,669.69,Bosch Rexroth,need by Friday
HSE-1749,Hydraulic Cylinder 3/4in x 3m,38,EA,215.61,Eaton,urgent
BLT-1184,Structural Bolt M12x60,1638,pcs,1.58,McMaster-Carr,see attached spec
PIP-1408,SS Pipe SCH10 1/2in x 6m,76,PCS,38.90,US Steel,replacement
ELB-1490,street elbow 90deg 1in,50,pc,37.52,Bonney Forge,need by Friday
BLT-1172,Anchor Bolt M10x40,3886,Pc,5.88,Grainger,
SLV-1914,SHAFT COUPLING 25MM,38,EA,45.00,Martin Sprocket,
NUT-1252,Castle Nut M10,5031,Pc,2.62,McMaster-Carr,urgent
NUT-1208,Hex Nut 3/4in,1953,ea.,0.19,Grainger,need by Friday
BLT-1112,Socket Head Cap Screw M10x40,819,pc,4.32,Grainger,quarterly order
BLT-1197,Lag Bolt 1/2x2in,1465,pcs.,4.39,Nord-Lock,
PIP-1458,Chrome Moly Pipe 1in x 6m,117,pcs,260.61,US Steel,backorder ok
VLV-1592,Needle Valve 1/2in,45,ea,418.60,Neles,
FLT-1784,Air Filter Element 5 Micron,17,EA,64.54,Hydac,
BRG-1057,  Needle Roller Bearing NU210 ,127,pc,89.84,NSK,backorder ok
HSE-1761,Hydraulic Pump 1/2in,3,pcs,26.06,Hydac,urgent
NUT-1293,T-Nut M12,3744,PCS,2.97,McMaster-Carr,standard
ELC-2067,Control Transformer 100A,24,PCS,278.74,Schneider Electric,urgent
MTR-1848,Servo Motor 20HP,5,pcs,2741.29,Nidec,
ELC-2067,Control Transformer 100A,50,pc,370.60,Schneider Electric,approved by mgr
ELC-2067,Control Transformer 100A,50,pc,370.60,Schneider Electric,approved by mgr
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,91,Pc,31.53,Lincoln Electric,replacement
GSK-1679,METAL JACKETED GASKET 8IN 150#,198,pcs,53.48,Flexitallic,replacement
PRS-1692,Temperature Gauge 0-300C,15,ea.,97.76,Honeywell,approved by mgr
GSK-1649,PTFE Envelope Gasket 4in 150#,190,EA,53.95,Flexitallic,
VLV-1602,Plug Valve 1in,12,pcs.,54.21,Velan,
HSE-1734,Hydraulic Hose 1in x 5m,14,pc,573.67,Bosch Rexroth,see attached spec
FLG-1531,  Socket Weld Flange 4in 150# ,25,pc,248.70,Bonney Forge,urgent
MTR-1842,Servo Motor 2HP,10,ea.,888.59,Baldor,need by Friday
MTR-1852,Stepper Motor 2HP,8,Pc,1122.33,Siemens,
BLT-1185,Structural Bolt M16x80,887,Pc,6.17,Hilti,approved by mgr
GSK-1679,metal jacketed gasket 8in 150#,163,ea.,63.65,Flexitallic,see attached spec
GSK-1635,Spiral Wound Gasket 4in 150#,177,pcs,58.60,Garlock,
ORG-2010,O-Ring Silicone 40mm ID,497,pcs,13.45,Parker,
VLV-1599,NEEDLE VALVE 6IN,45,EA,828.90,Neles,see attached spec
PIP-1410,ss pipe sch10 1in x 6m,194,pc,130.54,ArcelorMittal,urgent
SLV-1921,Shaft Coupling 100mm,34,pcs.,153.49,Timken,new requirement
ORG-2000,O-Ring Viton 25mm ID,201,PCS,30.17,Parker,see attached spec
PIP-1432,PVC PIPE SCH40 1/2IN X 6M,174,ea,43.23,Nippon Steel,
FLT-1786,Air Filter Element 25 Micron,72,pcs.,151.87,Hydac,
LUB-1987,PENETRATING OIL 20L,10,Pc,78.40,Mobil,
LUB-1976,Chain Lubricant 5L,7,Pc,149.05,Total,need by Friday
ORG-1998,o-ring viton 15mm id,489,Pc,32.54,Freudenberg,check inventory first
PIP-1424,  Galvanized Pipe 1/2in x 6m ,135,ea,291.27,Tata Steel,
NUT-1227,Flange Nut 5/8in,978,pcs.,0.42,Fastenal,backorder ok
GSK-1661,Graphite Gasket 2in 150#,193,pcs,54.89,Lamons,quarterly order
ELB-1499,reducing elbow 1.5in,72,pcs.,68.37,Smith-Cooper,check inventory first
BLT-1157,U-Bolt 1/2x2in,787,pcs,1.45,Hilti,need by Friday
SLV-1913,Shaft Sleeve 100mm,26,ea.,307.40,Martin Sprocket,
BRG-1021,Angular Contact Bearing 6208,404,EA,29.91,FAG,urgent
WSH-1379,Sealing Washer 1in,4869,PCS,0.42,Nord-Lock,see attached spec
VLV-1576,Check Valve Swing 1/2in,6,ea,180.97,Neles,quarterly order
BRG-1068,  Pillow Block Bearing 51105 ,305,Pc,20.93,SKF,new requirement
LUB-1956,Bearing Grease 5L,50,ea.,206.07,Kluber,
WSH-1325,Spring Washer M20,9602,ea.,0.48,Nord-Lock,
ORG-2026,Lip Seal 40mm ID,176,pcs.,43.11,Freudenberg,check inventory first
ELC-2095,Push Button Switch 25A,48,EA,279.55,Schneider Electric,new requirement
GSK-1672,kammprofile gasket 8in 150#,93,pc,58.55,Garlock,see attached spec
FLG-1532,Socket Weld Flange 6in 150#,49,EA,152.60,Bonney Forge,
FLG-1532,Socket Weld Flange 6in 150#,49,EA,152.60,Bonney Forge,
BRG-1087,cylindrical roller bearing nu210,37,ea,30.10,SKF,standard
WSH-1379,Sealing Washer 1in,4425,ea,1.23,Nord-Lock,
ELC-2095,Push Button Switch 25A,32,PCS,147.51,Schneider Electric,
SLV-1935,Shaft Key 75mm,29,pcs.,268.44,Dodge,see attached spec
MTR-1820,electric motor 3phase 0.5hp,7,ea,743.52,Siemens,new requirement
SLV-1917,shaft coupling 50mm,19,EA,249.87,Lovejoy,quarterly order
FLT-1814,Strainer Basket 5 Micron,21,Pc,22.31,Mahle,approved by mgr
BLT-1134,Flange Bolt M12x60,4781,ea,7.61,Nord-Lock,see attached spec
ORG-1994,o-ring buna-n 40mm id,15,pcs.,7.53,Freudenberg,replacement
