Part Number,Description,Qty,UOM,Unit Price,Supplier
VLV-1576,Check Valve Swing 1/2in,29,Each,468.27,SKF Distributor Inc
BRG-1005,Deep Groove Ball Bearing 7208,345,EA,55.15,Grainger Industrial
WSH-1344,Fender Washer M16,8031,Each,1.61,Grainger Industrial
BRG-1017,Tapered Roller Bearing NU210,329,Pieces,71.15,Georg Fischer Piping
BLT-1103,Hex Bolt M10x50,4757,Pcs,4.20,ABB Sales Division
ORG-2030,V-Ring Seal 15mm ID,301,Pieces,19.04,ABB Sales Division
VLV-1594,Needle Valve 1in,27,pcs,306.31,Grainger Industrial
BRG-1027,Angular Contact Bearing NU210,146,Each,86.42,Georg Fischer Piping
BRG-1027,Angular Contact Bearing NU210,146,Each,86.42,Georg Fischer Piping
NUT-1280,Acorn Nut M6,8660,Each,0.62,ABB Sales Division
NUT-1280,Acorn Nut M6,8660,Each,0.62,ABB Sales Division
ORG-2024,Lip Seal 25mm ID,107,EA,16.21,Georg Fischer Piping
PMP-1879,Diaphragm Pump 2in 15HP,3,ea.,475.62,Parker Hannifin
HSE-1762,Hydraulic Filter 1/4in x 1m,15,Pcs,270.73,Fastenal Direct
ORG-2025,Lip Seal 30mm ID,124,ea,9.44,Parker Hannifin
FLT-1814,Strainer Basket 5 Micron,61,Each,81.97,Grainger Industrial
FLT-1784,Air Filter Element 5 Micron,78,Each,40.78,Swagelok Authorized
MTR-1836,Gear Motor 10HP,6,ea,914.00,SKF Distributor Inc
FLG-1509,Weld Neck Flange 2in 300#,78,ea.,81.34,McMaster Supply Co
PIP-1443,CPVC Pipe 1.5in x 6m,27,EA,152.97,Swagelok Authorized
NUT-1203,Hex Nut M12,7092,Pcs,2.02,Grainger Industrial
PRS-1690,TEMPERATURE GAUGE 0-500PSI,6,EA,227.25,Georg Fischer Piping
BLT-1149,Eye Bolt 3/4x4in,4866,ea,7.33,McMaster Supply Co
LUB-1975,Chain Lubricant 1kg,48,ea.,10.85,Grainger Industrial
WSH-1312,Lock Washer M10,2953,pcs.,0.54,SKF Distributor Inc
LUB-1965,gear oil 1kg,17,pcs.,88.55,ABB Sales Division
WSH-1350,WAVE WASHER M6,5219,pcs.,0.21,Georg Fischer Piping
WSH-1320,Spring Washer M6,1704,pcs.,0.45,ABB Sales Division
MTR-1852,STEPPER MOTOR 2HP,7,ea.,2696.82,Grainger Industrial
NUT-1212,Lock Nut Nylon Insert M10,5882,pcs.,0.11,ABB Sales Division
BLT-1122,Carriage Bolt M10x40,3644,pcs,7.26,Swagelok Authorized
FLT-1803,Water Filter Cartridge 10 Micron,38,Pieces,174.99,Parker Hannifin
ORG-2016,Oil Seal 25mm ID,153,pcs,43.64,Parker Hannifin
FLG-1550,Lap Joint Flange 4in 300#,100,Pieces,147.52,Swagelok Authorized
ORG-2001,O-Ring Viton 30mm ID,426,ea,44.52,Parker Hannifin
ELB-1491,Street Elbow 90deg 1.5in,91,Pieces,34.79,Grainger Industrial
HSE-1745,Hydraulic Fitting 1/2in,10,EA,216.54,Georg Fischer Piping
BLT-1133,Flange Bolt M10x50,2952,Each,0.27,McMaster Supply Co
WSH-1301,flat washer m8,2356,pcs,1.22,Georg Fischer Piping
PRS-1686,Pressure Gauge 2in line,23,Each,158.08,ABB Sales Division
NUT-1284,Acorn Nut M16,105,EA,1.29,Swagelok Authorized
HSE-1757,Hydraulic Pump 3/4in x 3m,11,Pieces,328.46,Georg Fischer Piping
ELC-2040,Circuit Breaker 32A,30,pcs,277.82,SKF Distributor Inc
NUT-1272,Weld Nut M10,4053,Pcs,1.84,SKF Distributor Inc
FLG-1541,Threaded Flange 2in 300#,59,ea,129.23,Fastenal Direct
BLT-1160,Stud Bolt M6x20,3038,ea,1.15,ABB Sales Division
VLV-1554,Ball Valve Full Port 1in,22,EA,61.93,ABB Sales Division
HSE-1767,Hydraulic Filter 1/4in,50,pcs,658.19,Parker Hannifin
HSE-1750,Hydraulic Cylinder 1in x 5m,20,Each,263.85,Georg Fischer Piping
FLT-1780,  Oil Filter Element 25 Micron ,39,Pieces,15.90,Parker Hannifin
LUB-1968,Gear Oil 200L,43,ea.,442.12,SKF Distributor Inc
NUT-1270,Weld Nut M6,2502,EA,1.47,SKF Distributor Inc
LUB-1962,hydraulic oil 20l,48,Pieces,274.45,ABB Sales Division
PIP-1450,Copper Tube Type L 1in x 6m,120,ea,98.49,Swagelok Authorized
PMP-1875,Centrifugal Pump 4in 25HP,4,EA,3385.54,McMaster Supply Co
BRG-1071,Self-Aligning Bearing 6208,339,ea,76.17,SKF Distributor Inc
GSK-1635,Spiral Wound Gasket 4in 150#,98,Pieces,61.94,Georg Fischer Piping
GSK-1664,Graphite Gasket 6in 150#,134,pcs,59.22,Parker Hannifin
GSK-1633,Spiral Wound Gasket 2in 150#,126,ea,24.86,McMaster Supply Co
WSH-1377,Sealing Washer 5/8in,818,Pieces,0.14,Georg Fischer Piping
WSH-1377,Sealing Washer 5/8in,818,Pieces,0.14,Georg Fischer Piping
BRG-1019,tapered roller bearing uc205,12,Each,81.13,McMaster Supply Co
FLG-1535,Socket Weld Flange 6in 300#,10,Pcs,33.93,Parker Hannifin
BLT-1108,Hex Bolt 5/8x3in,1391,ea.,4.04,Grainger Industrial
PIP-1430,Galvanized Pipe 4in x 6m,40,ea,76.20,SKF Distributor Inc
BRG-1077,  Self-Aligning Bearing NU210 ,123,Pieces,108.23,Swagelok Authorized
HSE-1731,HYDRAULIC HOSE 3/8IN X 2M,24,Pcs,258.35,Swagelok Authorized
PIP-1444,CPVC Pipe 2in x 6m,129,EA,278.75,Fastenal Direct
WLD-2110,Welding Rod E7018 0.8mm x 15kg,88,ea,110.20,Grainger Industrial
BLT-1101,Hex Bolt M8x30,2854,EA,5.73,SKF Distributor Inc
BLT-1101,Hex Bolt M8x30,2854,EA,5.73,SKF Distributor Inc
FLT-1803,Water Filter Cartridge 10 Micron,17,pcs,45.53,Georg Fischer Piping
BLT-1163,Stud Bolt M10x50,1299,Each,4.17,Grainger Industrial
NUT-1217,Lock Nut Nylon Insert 5/8in,7041,EA,1.76,McMaster Supply Co
ELB-1497,  Reducing Elbow 3/4in ,119,Pieces,17.47,Grainger Industrial
BLT-1115,Socket Head Cap Screw M16x80,4799,pcs,6.49,McMaster Supply Co
HSE-1758,Hydraulic Pump 1in x 5m,43,Pcs,590.66,Swagelok Authorized
ELB-1501,Reducing Elbow 3in,180,pcs.,54.32,Swagelok Authorized
NUT-1287,Acorn Nut 5/8in,527,pcs,2.41,Grainger Industrial
FLG-1530,Socket Weld Flange 3in 150#,40,ea.,235.96,ABB Sales Division
WSH-1312,lock washer m10,2028,pcs.,1.32,ABB Sales Division
WSH-1312,lock washer m10,2028,pcs.,1.32,ABB Sales Division
PIP-1446,CPVC Pipe 4in x 6m,102,Pieces,314.42,Parker Hannifin
GSK-1633,Spiral Wound Gasket 2in 150#,200,Pieces,36.64,Parker Hannifin
ELC-2037,Circuit Breaker 10A,44,ea.,338.40,Grainger Industrial
VLV-1553,Ball Valve Full Port 3/4in,33,pcs,406.71,ABB Sales Division
ORG-2021,Lip Seal 10mm ID,189,pcs.,18.66,SKF Distributor Inc
FLT-1805,Water Filter Cartridge 50 Micron,82,EA,85.95,Georg Fischer Piping
FLT-1805,Water Filter Cartridge 50 Micron,82,EA,85.95,Georg Fischer Piping
HSE-1735,Hydraulic Hose 1/4in,28,Pieces,587.56,Fastenal Direct
HSE-1762,Hydraulic Filter 1/4in x 1m,5,ea,271.87,Grainger Industrial
NUT-1226,  Flange Nut 1/2in ,1997,ea,0.83,Fastenal Direct
PIP-1461,  Chrome Moly Pipe 3in x 6m ,92,Pieces,27.50,ABB Sales Division
LUB-1965,Gear Oil 1kg,14,Each,46.42,Fastenal Direct
FLT-1782,Oil Filter Element 100 Micron,38,ea,55.56,ABB Sales Division
VLV-1628,Solenoid Valve 2in,45,pcs,428.89,SKF Distributor Inc
PIP-1453,Copper Tube Type L 3in x 6m,196,pcs,256.88,SKF Distributor Inc
MTR-1824,Electric Motor 3Phase 5HP,3,EA,1893.91,Fastenal Direct
VLV-1573,Globe Valve 3in,42,Pieces,364.48,SKF Distributor Inc
ELC-2100,Push Button Switch 160A,31,Pieces,269.21,Georg Fischer Piping
VLV-1613,Diaphragm Valve 3in,44,Pcs,482.21,McMaster Supply Co
BRG-1023,Angular Contact Bearing 30206,292,Each,108.20,ABB Sales Division
LUB-1976,chain lubricant 5l,22,Each,51.47,Swagelok Authorized
FLG-1550,Lap Joint Flange 4in 300#,11,ea.,239.19,SKF Distributor Inc
VLV-1568,Globe Valve 1/2in,7,ea.,484.68,Parker Hannifin
GSK-1646,PTFE Envelope Gasket 1in 150#,31,Each,40.20,Swagelok Authorized
WSH-1306,FLAT WASHER 1/2IN,6158,Each,0.30,Grainger Industrial
PIP-1433,PVC Pipe SCH40 3/4in x 6m,84,ea,80.74,SKF Distributor Inc
PIP-1433,PVC Pipe SCH40 3/4in x 6m,84,ea,80.74,SKF Distributor Inc
HSE-1738,Hydraulic Fitting 1/4in x 1m,31,EA,22.29,SKF Distributor Inc
SLV-1918,Shaft Coupling 60mm,12,Each,106.28,Grainger Industrial
BLT-1121,CARRIAGE BOLT M8X30,645,ea.,3.53,ABB Sales Division
ELB-1489,Street Elbow 90deg 3/4in,29,EA,77.47,Fastenal Direct
WSH-1340,Fender Washer M6,5421,Each,1.29,SKF Distributor Inc
VLV-1629,Solenoid Valve 3in,12,Each,134.50,ABB Sales Division
ELB-1485,Long Radius Elbow 90deg 3in,80,Pcs,38.00,ABB Sales Division
FLG-1513,Slip-On Flange 2in 150#,75,pcs.,217.34,Grainger Industrial
GSK-1675,  Metal Jacketed Gasket 2in 150# ,74,pcs.,50.07,McMaster Supply Co
FLG-1510,Weld Neck Flange 4in 300#,23,pcs.,57.89,McMaster Supply Co
HSE-1776,Quick Disconnect Coupling 3/8in,37,ea,397.72,Swagelok Authorized
PIP-1456,Chrome Moly Pipe 1/2in x 6m,34,ea,344.62,Georg Fischer Piping
FLT-1799,Fuel Filter 50 Micron,34,Pieces,173.98,Fastenal Direct
BRG-1083,  Cylindrical Roller Bearing 30206 ,187,Each,107.01,ABB Sales Division
WSH-1356,Wave Washer 1/2in,8767,pcs,0.26,SKF Distributor Inc
FLG-1504,  Weld Neck Flange 1in 150# ,10,Each,112.92,McMaster Supply Co
WSH-1355,Wave Washer M20,7485,EA,1.34,Georg Fischer Piping
BRG-1072,Self-Aligning Bearing 6310,491,Pcs,44.90,Swagelok Authorized
BRG-1001,Deep Groove Ball Bearing 6208,172,pcs.,64.23,Grainger Industrial
FLG-1550,Lap Joint Flange 4in 300#,6,EA,224.59,Swagelok Authorized
FLG-1550,Lap Joint Flange 4in 300#,6,EA,224.59,Swagelok Authorized
WLD-2128,  Flux Core Wire E71T-1 0.8mm x 15kg ,7,ea,109.36,Grainger Industrial
FLT-1794,Hydraulic Filter Element 100 Micron,72,pcs,120.59,McMaster Supply Co
ELC-2039,Circuit Breaker 25A,40,Pcs,350.24,ABB Sales Division
NUT-1223,Flange Nut M12,783,Each,0.32,SKF Distributor Inc
NUT-1223,Flange Nut M12,783,Each,0.32,SKF Distributor Inc
SLV-1940,Shaft Seal 40mm,23,ea,136.46,Parker Hannifin
ELC-2065,Control Transformer 40A,31,EA,185.66,Fastenal Direct
PIP-1413,SS Pipe SCH10 3in x 6m,90,Pieces,128.54,McMaster Supply Co
BLT-1133,Flange Bolt M10x50,598,pcs,6.29,ABB Sales Division
FLG-1544,Lap Joint Flange 1in 150#,55,ea.,257.51,SKF Distributor Inc
ORG-2036,V-Ring Seal 75mm ID,216,Pcs,13.92,Swagelok Authorized
SLV-1942,Shaft Seal 60mm,22,pcs.,194.61,Grainger Industrial
WSH-1332,Belleville Washer M10,2142,Pcs,1.02,Fastenal Direct
WLD-2116,MIG Wire ER70S-6 0.8mm x 15kg,34,pcs.,15.05,Swagelok Authorized
ELC-2055,Overload Relay 25A,26,Pcs,195.45,ABB Sales Division
BLT-1132,Flange Bolt M10x40,4518,Pcs,3.41,ABB Sales Division
LUB-1967,Gear Oil 20L,44,Pcs,102.01,McMaster Supply Co
PMP-1877,Diaphragm Pump 1.5in 7.5HP,3,pcs.,3163.17,Swagelok Authorized
BRG-1086,Cylindrical Roller Bearing 22210,99,Each,13.74,Parker Hannifin
BRG-1072,Self-Aligning Bearing 6310,399,ea,118.72,Grainger Industrial
BLT-1126,Carriage Bolt M20x100,700,Pieces,5.00,McMaster Supply Co
PIP-1418,Carbon Steel Pipe SCH80 1in x 6m,175,EA,107.63,SKF Distributor Inc
NUT-1279,Weld Nut 1in,2834,Pieces,0.76,Parker Hannifin
GSK-1637,Spiral Wound Gasket 8in 150#,115,ea,25.09,McMaster Supply Co
WSH-1374,SEALING WASHER M16,3315,pcs,0.74,Georg Fischer Piping
ELC-2099,Push Button Switch 100A,15,EA,338.14,McMaster Supply Co
VLV-1567,Gate Valve 6in,16,Each,366.39,Georg Fischer Piping
BRG-1033,Spherical Roller Bearing 30206,254,Pieces,106.82,Parker Hannifin
ELC-2099,Push Button Switch 100A,18,Pieces,366.26,Swagelok Authorized
VLV-1584,Butterfly Valve 1/2in,6,ea.,33.44,McMaster Supply Co
VLV-1584,Butterfly Valve 1/2in,6,ea.,33.44,McMaster Supply Co
BRG-1075,self-aligning bearing 7208,445,Pcs,99.07,McMaster Supply Co
HSE-1766,Hydraulic Filter 1in x 5m,42,ea.,387.49,Grainger Industrial
PRS-1705,level transmitter 0-150c,17,ea.,112.33,Swagelok Authorized
PRS-1705,level transmitter 0-150c,17,ea.,112.33,Swagelok Authorized
HSE-1747,Hydraulic Cylinder 3/8in x 2m,47,ea.,513.17,Parker Hannifin
FLG-1544,Lap Joint Flange 1in 150#,24,pcs,140.14,Georg Fischer Piping
FLG-1509,Weld Neck Flange 2in 300#,33,Each,121.19,ABB Sales Division
PIP-1423,Carbon Steel Pipe SCH80 6in x 6m,100,ea.,217.66,SKF Distributor Inc
GSK-1658,Rubber Gasket 8in 150#,90,EA,41.56,Fastenal Direct
PIP-1460,CHROME MOLY PIPE 2IN X 6M,160,Each,233.61,Fastenal Direct
ELB-1486,Long Radius Elbow 90deg 4in,70,Pcs,41.08,Fastenal Direct
ELB-1486,Long Radius Elbow 90deg 4in,70,Pcs,41.08,Fastenal Direct
BRG-1092,Flanged Bearing Unit 6310,496,ea,31.27,SKF Distributor Inc
ELC-2060,Overload Relay 160A,29,ea.,117.49,Grainger Industrial
BRG-1025,Angular Contact Bearing 7208,104,Pieces,59.33,Swagelok Authorized
HSE-1766,Hydraulic Filter 1in x 5m,10,pcs.,228.74,Grainger Industrial
WSH-1350,Wave Washer M6,175,EA,0.05,Parker Hannifin
BRG-1058,Needle Roller Bearing 51105,157,Pcs,54.47,Parker Hannifin
BLT-1195,Lag Bolt M16x80,120,pcs,2.79,Georg Fischer Piping
BLT-1195,Lag Bolt M16x80,120,pcs,2.79,Georg Fischer Piping
VLV-1557,Ball Valve Full Port 3in,39,Pieces,630.58,Swagelok Authorized
MTR-1831,Gear Motor 1HP,3,EA,2515.74,Parker Hannifin
MTR-1855,Stepper Motor 7.5HP,9,ea.,614.04,Parker Hannifin
ELC-2082,Cable Gland 63A,41,Pcs,55.14,Swagelok Authorized
SLV-1952,Mechanical Seal 80mm,18,Each,185.31,Parker Hannifin
FLG-1545,Lap Joint Flange 2in 150#,77,pcs,89.58,SKF Distributor Inc
ELB-1468,ELBOW 90DEG 2IN,161,EA,76.23,Grainger Industrial
PIP-1429,GALVANIZED PIPE 3IN X 6M,64,ea,142.86,Parker Hannifin
PRS-1694,Temperature Gauge 4in line,29,Each,403.07,Swagelok Authorized
HSE-1745,Hydraulic Fitting 1/2in,48,Pieces,26.22,McMaster Supply Co
BRG-1038,  Spherical Roller Bearing 51105 ,117,Pcs,77.15,Parker Hannifin
NUT-1224,FLANGE NUT M16,4277,Pcs,2.60,ABB Sales Division
PRS-1704,Level Transmitter 0-500psi,13,EA,178.85,ABB Sales Division
WSH-1340,Fender Washer M6,8729,pcs.,0.74,Fastenal Direct
ORG-2016,Oil Seal 25mm ID,196,Pieces,27.65,McMaster Supply Co
LUB-1982,Anti-Seize Compound 20L,37,pcs,66.23,Fastenal Direct
WSH-1392,Copper Washer M10,5822,pcs,0.96,Georg Fischer Piping
PIP-1417,Carbon Steel Pipe SCH80 3/4in x 6m,26,EA,130.24,Parker Hannifin
FLT-1790,Hydraulic Filter Element 5 Micron,74,pcs.,139.90,Swagelok Authorized
VLV-1582,Check Valve Swing 4in,7,pcs.,530.16,McMaster Supply Co
NUT-1261,Cage Nut M8,8764,pcs.,1.34,ABB Sales Division
PRS-1727,rtd sensor pt100 0-300c,3,Pieces,299.55,Swagelok Authorized
SLV-1951,Mechanical Seal 75mm,27,pcs.,52.60,Fastenal Direct
PRS-1691,  Temperature Gauge 0-150C ,12,ea.,160.07,ABB Sales Division
GSK-1650,PTFE Envelope Gasket 6in 150#,199,ea.,32.93,Swagelok Authorized
ELC-2084,cable gland 160a,44,Pcs,242.81,Parker Hannifin
ELB-1495,Street Elbow 90deg 6in,28,Each,84.72,McMaster Supply Co
ELB-1497,  Reducing Elbow 3/4in ,92,Pcs,52.30,SKF Distributor Inc
WLD-2119,TIG Rod ER308L 2.5mm x 5kg,49,Pieces,102.70,Grainger Industrial
MTR-1852,Stepper Motor 2HP,4,EA,211.35,SKF Distributor Inc
ORG-2035,V-Ring Seal 50mm ID,301,Pieces,42.33,Fastenal Direct
NUT-1209,Hex Nut 1in,4571,ea.,2.20,Swagelok Authorized
NUT-1209,Hex Nut 1in,4571,ea.,2.20,Swagelok Authorized
BLT-1131,Flange Bolt M8x30,4984,Pcs,2.06,Swagelok Authorized
PIP-1406,Steel Pipe SCH40 4in x 6m,114,ea,152.98,ABB Sales Division
BRG-1072,Self-Aligning Bearing 6310,288,ea.,38.20,Swagelok Authorized
SLV-1913,Shaft Sleeve 100mm,2,Pieces,89.79,Parker Hannifin
FLG-1532,Socket Weld Flange 6in 150#,51,Pieces,56.61,Parker Hannifin
BRG-1027,Angular Contact Bearing NU210,82,Pieces,23.62,SKF Distributor Inc
HSE-1743,Hydraulic Fitting 1/4in,2,EA,598.37,Grainger Industrial
WSH-1398,Copper Washer 3/4in,4400,ea,1.22,McMaster Supply Co
PIP-1443,CPVC Pipe 1.5in x 6m,146,Each,12.68,Parker Hannifin
SLV-1914,Shaft Coupling 25mm,32,pcs.,109.30,Parker Hannifin
ELB-1478,Elbow 45deg 4in,156,ea,53.39,McMaster Supply Co
SLV-1930,Shaft Key 25mm,25,EA,212.14,Swagelok Authorized
ORG-1991,O-Ring Buna-N 20mm ID,143,EA,22.92,Georg Fischer Piping
ELB-1493,Street Elbow 90deg 3in,74,pcs,47.51,ABB Sales Division
PMP-1876,Diaphragm Pump 1in 5HP,2,Each,3929.30,Parker Hannifin
FLG-1551,Lap Joint Flange 6in 300#,37,ea,43.79,Fastenal Direct
ELC-2091,Junction Box 100A,22,ea,349.68,ABB Sales Division
NUT-1268,Cage Nut 3/4in,1159,Pieces,1.55,Grainger Industrial
NUT-1268,Cage Nut 3/4in,1159,Pieces,1.55,Grainger Industrial
ORG-2015,OIL SEAL 20MM ID,167,pcs,25.47,SKF Distributor Inc
ELC-2083,Cable Gland 100A,32,pcs.,167.14,SKF Distributor Inc
VLV-1591,Butterfly Valve 6in,50,ea,409.44,Grainger Industrial
GSK-1652,PTFE Envelope Gasket 2in 300#,76,Pieces,47.27,Grainger Industrial
FLT-1781,Oil Filter Element 50 Micron,71,Pcs,75.31,Parker Hannifin
BLT-1140,EYE BOLT M6X20,3450,Each,7.03,Georg Fischer Piping
BLT-1140,EYE BOLT M6X20,3450,Each,7.03,Georg Fischer Piping
VLV-1618,Relief Valve 1in,50,EA,588.53,Grainger Industrial
ORG-1999,O-Ring Viton 20mm ID,368,ea,3.16,Grainger Industrial
NUT-1223,  Flange Nut M12 ,9188,ea,1.79,Georg Fischer Piping
FLT-1799,Fuel Filter 50 Micron,7,pcs.,138.92,Parker Hannifin
HSE-1734,Hydraulic Hose 1in x 5m,21,Pieces,62.09,ABB Sales Division
BRG-1028,Angular Contact Bearing 51105,488,pcs.,40.28,ABB Sales Division
WSH-1371,Sealing Washer M8,1643,Pieces,1.31,Parker Hannifin
BLT-1180,Structural Bolt M6x20,3199,EA,5.58,McMaster Supply Co
WSH-1320,Spring Washer M6,8865,Pcs,1.40,ABB Sales Division
ORG-2009,O-Ring Silicone 30mm ID,410,pcs,22.96,Parker Hannifin
ORG-2032,v-ring seal 25mm id,155,pcs,40.76,SKF Distributor Inc
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,25,Pcs,217.95,Parker Hannifin
FLT-1817,STRAINER BASKET 50 MICRON,21,pcs.,55.98,Parker Hannifin
FLT-1817,STRAINER BASKET 50 MICRON,21,pcs.,55.98,Parker Hannifin
PRS-1729,RTD Sensor PT100 4in line,23,pcs,222.53,McMaster Supply Co
GSK-1652,  PTFE Envelope Gasket 2in 300# ,15,pcs,61.35,Parker Hannifin
BLT-1108,Hex Bolt 5/8x3in,2664,pcs.,2.60,Parker Hannifin
PRS-1700,Flow Meter 2in line,8,ea.,354.26,Parker Hannifin
PRS-1700,Flow Meter 2in line,8,ea.,354.26,Parker Hannifin
ORG-2011,O-Ring Silicone 50mm ID,129,ea,24.13,Parker Hannifin
NUT-1223,Flange Nut M12,236,ea.,0.64,McMaster Supply Co
VLV-1595,Needle Valve 1.5in,26,Pieces,561.74,McMaster Supply Co
FLT-1802,WATER FILTER CARTRIDGE 5 MICRON,53,pcs,168.27,ABB Sales Division
BRG-1048,Thrust Ball Bearing 51105,14,Each,111.66,SKF Distributor Inc
GSK-1658,Rubber Gasket 8in 150#,174,pcs.,54.70,McMaster Supply Co
PRS-1721,Thermocouple Type K 2in line,30,ea,250.12,ABB Sales Division
LUB-1982,ANTI-SEIZE COMPOUND 20L,26,pcs.,408.90,Fastenal Direct
BRG-1088,Cylindrical Roller Bearing 51105,353,pcs,53.33,SKF Distributor Inc
HSE-1735,Hydraulic Hose 1/4in,32,ea.,600.24,SKF Distributor Inc
BLT-1153,U-Bolt M10x50,1075,ea.,2.38,Parker Hannifin
SLV-1920,shaft coupling 80mm,37,Pieces,68.62,McMaster Supply Co
MTR-1838,Gear Motor 20HP,3,pcs.,1633.99,Grainger Industrial
BRG-1058,Needle Roller Bearing 51105,210,Pieces,95.43,McMaster Supply Co
FLT-1784,Air Filter Element 5 Micron,32,Each,157.02,Fastenal Direct
NUT-1235,Coupling Nut M20,2739,ea.,2.75,ABB Sales Division
NUT-1235,Coupling Nut M20,2739,ea.,2.75,ABB Sales Division
GSK-1662,Graphite Gasket 3in 150#,29,ea,13.81,Parker Hannifin
ELC-2049,CONTACTOR 40A,8,ea,289.78,McMaster Supply Co
NUT-1244,wing nut m16,6566,EA,2.47,McMaster Supply Co
NUT-1219,Lock Nut Nylon Insert 1in,6111,EA,0.47,Parker Hannifin
NUT-1257,Castle Nut 5/8in,3162,Pcs,0.86,SKF Distributor Inc
NUT-1213,Lock Nut Nylon Insert M12,8163,Pieces,1.62,Parker Hannifin
VLV-1606,Plug Valve 4in,30,Pieces,560.04,SKF Distributor Inc
HSE-1740,Hydraulic Fitting 1/2in x 3m,47,Pcs,83.41,Grainger Industrial
ELC-2094,Push Button Switch 16A,35,ea.,224.23,SKF Distributor Inc
FLT-1796,Fuel Filter 5 Micron,91,Pieces,86.71,Parker Hannifin
BRG-1012,Tapered Roller Bearing 6310,318,Pcs,85.36,ABB Sales Division
ELC-2094,Push Button Switch 16A,2,Each,163.60,Georg Fischer Piping
ORG-1992,O-Ring Buna-N 25mm ID,191,ea.,9.56,Swagelok Authorized
BLT-1168,Stud Bolt 5/8x3in,4075,Pieces,2.32,Swagelok Authorized
BRG-1034,Spherical Roller Bearing 30208,216,ea,82.95,ABB Sales Division
WSH-1396,COPPER WASHER 1/2IN,3876,ea.,1.23,SKF Distributor Inc
WSH-1379,Sealing Washer 1in,4404,pcs.,0.57,SKF Distributor Inc
ELB-1467,Elbow 90deg 1.5in,20,ea,4.62,SKF Distributor Inc
GSK-1645,Ring Joint Gasket 2in 300#,161,ea.,28.67,ABB Sales Division
GSK-1653,Rubber Gasket 1in 150#,99,Pieces,55.81,Parker Hannifin
LUB-1954,Bearing Grease 400g,41,ea.,77.82,Swagelok Authorized
FLG-1540,Threaded Flange 6in 150#,98,pcs,111.26,SKF Distributor Inc
ORG-1993,O-Ring Buna-N 30mm ID,128,pcs.,18.49,Grainger Industrial
VLV-1619,Relief Valve 1.5in,16,ea,351.37,McMaster Supply Co
WSH-1373,  Sealing Washer M12 ,4951,ea,0.21,Grainger Industrial
WSH-1373,  Sealing Washer M12 ,4951,ea,0.21,Grainger Industrial
NUT-1289,Acorn Nut 1in,4436,pcs,1.24,Fastenal Direct
BRG-1083,Cylindrical Roller Bearing 30206,470,pcs,114.56,ABB Sales Division
ELC-2082,Cable Gland 63A,50,pcs.,29.73,ABB Sales Division
ELC-2064,Control Transformer 32A,29,Pcs,255.08,SKF Distributor Inc
MTR-1827,Electric Motor 3Phase 15HP,9,Each,1953.66,Grainger Industrial
BLT-1150,U-Bolt M6x20,3253,Each,4.50,Swagelok Authorized
ELB-1478,Elbow 45deg 4in,125,Pieces,34.70,Parker Hannifin
SLV-1939,Shaft Seal 30mm,19,ea.,260.24,SKF Distributor Inc
NUT-1230,coupling nut m6,8425,pcs.,0.17,ABB Sales Division
LUB-1965,Gear Oil 1kg,10,EA,46.37,Grainger Industrial
WLD-2101,Welding Rod E6010 2.5mm x 5kg,71,pcs.,57.24,Grainger Industrial
BRG-1018,tapered roller bearing 51105,442,pcs.,15.90,SKF Distributor Inc
LUB-1961,Hydraulic Oil 5L,9,EA,317.77,McMaster Supply Co
PRS-1729,RTD Sensor PT100 4in line,28,Each,336.70,Swagelok Authorized
BLT-1173,Anchor Bolt M10x50,3555,ea,5.08,Grainger Industrial
ORG-2017,Oil Seal 30mm ID,277,pcs.,43.16,Grainger Industrial
FLG-1527,Blind Flange 6in 300#,46,ea,195.52,Parker Hannifin
FLG-1527,Blind Flange 6in 300#,46,ea,195.52,Parker Hannifin
GSK-1633,Spiral Wound Gasket 2in 150#,20,Pieces,44.35,Swagelok Authorized
BRG-1058,Needle Roller Bearing 51105,328,Pieces,100.99,Grainger Industrial
PRS-1693,TEMPERATURE GAUGE 2IN LINE,30,pcs,431.04,Fastenal Direct
HSE-1768,Hydraulic Filter 3/8in,40,EA,169.11,Parker Hannifin
VLV-1577,Check Valve Swing 3/4in,9,ea.,812.05,ABB Sales Division
WLD-2105,Welding Rod E6010 1.0mm x 15kg,81,Pieces,19.22,Swagelok Authorized
ORG-2030,V-Ring Seal 15mm ID,329,EA,41.00,ABB Sales Division
FLT-1791,Hydraulic Filter Element 10 Micron,33,ea.,118.50,McMaster Supply Co
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,10,EA,361.38,Parker Hannifin
HSE-1770,Quick Disconnect Coupling 1/4in x 1m,10,EA,361.38,Parker Hannifin
VLV-1560,Gate Valve 1/2in,15,ea,148.82,SKF Distributor Inc
VLV-1560,Gate Valve 1/2in,15,ea,148.82,SKF Distributor Inc
VLV-1567,gate valve 6in,48,Each,378.01,ABB Sales Division
WSH-1388,Fiber Washer 3/4in,7801,pcs.,1.99,SKF Distributor Inc
LUB-1965,Gear Oil 1kg,8,Pieces,414.62,Parker Hannifin
PRS-1683,Pressure Gauge 0-500psi,14,pcs.,118.17,Swagelok Authorized
BLT-1128,carriage bolt 5/8x3in,4499,EA,2.91,Grainger Industrial
WSH-1304,Flat Washer M16,7004,Pcs,0.92,Parker Hannifin
NUT-1227,Flange Nut 5/8in,2975,Each,1.41,Grainger Industrial
