Item ID,Part Desc,Quantity,Cost Per Unit,Vendor,Department
GSK-1649,PTFE Envelope Gasket 4in 150#,119,27.89,Seal & Gasket Warehouse,Safety
NUT-1224,Flange Nut M16,737,2.71,Pump Solutions Ltd,Maintenance
BRG-1040,Thrust Ball Bearing 6205,292,10.55,Timken Industrial,Operations
BLT-1157,U-Bolt 1/2x2in,2024,7.40,Timken Industrial,Production
LUB-1966,Gear Oil 5L,49,174.64,Electrical Supply House,Utilities
GSK-1646,PTFE Envelope Gasket 1in 150#,180,31.71,Timken Industrial,Utilities
FLT-1786,Air Filter Element 25 Micron,88,52.53,Electrical Supply House,Operations
VLV-1571,Globe Valve 1.5in,25,704.55,SKF Global,Warehouse
MTR-1831,Gear Motor 1HP,10,2895.56,National Bolt & Nut,Production
NUT-1223,Flange Nut M12,3786,3.00,Timken Industrial,Warehouse
HSE-1733,Hydraulic Hose 3/4in x 3m,20,272.80,Electrical Supply House,Operations
WSH-1375,sealing washer m20,9081,1.62,SKF Global,Safety
WSH-1381,Fiber Washer M8,7711,1.90,Pipe & Fitting Co,Production
NUT-1200,  Hex Nut M6 ,8151,2.40,Valve World Inc,Production
ORG-2008,O-Ring Silicone 25mm ID,403,4.23,Pipe & Fitting Co,Operations
VLV-1630,Solenoid Valve 4in,36,573.52,Pipe & Fitting Co,Maintenance
BLT-1155,U-Bolt M16x80,835,2.88,Seal & Gasket Warehouse,Safety
GSK-1661,Graphite Gasket 2in 150#,96,17.20,Seal & Gasket Warehouse,Quality
GSK-1661,Graphite Gasket 2in 150#,96,17.20,Seal & Gasket Warehouse,Quality
PIP-1430,Galvanized Pipe 4in x 6m,139,175.33,Pipe & Fitting Co,Utilities
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,75,107.55,National Bolt & Nut,Safety
WSH-1324,Spring Washer M16,5245,1.02,Pipe & Fitting Co,Utilities
PMP-1875,Centrifugal Pump 4in 25HP,1,1222.63,Seal & Gasket Warehouse,Safety
SLV-1938,Shaft Seal 25mm,23,166.54,National Bolt & Nut,Engineering
PMP-1900,BOOSTER PUMP 1IN 5HP,4,4746.39,Seal & Gasket Warehouse,Warehouse
FLG-1529,Socket Weld Flange 2in 150#,47,122.73,Timken Industrial,Warehouse
WSH-1334,Belleville Washer M16,9544,1.11,National Bolt & Nut,Utilities
LUB-1959,Hydraulic Oil 400g,11,177.48,Electrical Supply House,Production
FLG-1547,Lap Joint Flange 4in 150#,5,198.32,Pipe & Fitting Co,Warehouse
PIP-1448,Copper Tube Type L 1/2in x 6m,113,169.39,National Bolt & Nut,Operations
NUT-1237,Coupling Nut 5/8in,3780,0.53,Seal & Gasket Warehouse,Production
WLD-2117,MIG Wire ER70S-6 1.0mm x 15kg,69,18.98,Electrical Supply House,Maintenance
WSH-1369,  Tab Washer 1in ,6399,0.62,Pump Solutions Ltd,Warehouse
SLV-1945,Shaft Seal 100mm,6,254.56,Pump Solutions Ltd,Safety
BLT-1136,Flange Bolt M20x100,1588,2.92,Electrical Supply House,Utilities
FLT-1790,Hydraulic Filter Element 5 Micron,24,169.31,SKF Global,Operations
VLV-1627,Solenoid Valve 1.5in,30,153.03,SKF Global,Safety
BRG-1084,Cylindrical Roller Bearing 30208,259,41.00,Pump Solutions Ltd,Maintenance
ELC-2058,Overload Relay 63A,39,236.36,National Bolt & Nut,Warehouse
ELC-2058,Overload Relay 63A,39,236.36,National Bolt & Nut,Warehouse
BLT-1170,Anchor Bolt M6x20,1429,2.77,Seal & Gasket Warehouse,Utilities
ELC-2040,Circuit Breaker 32A,10,121.78,Pump Solutions Ltd,Safety
ELC-2040,Circuit Breaker 32A,10,121.78,Pump Solutions Ltd,Safety
ORG-1993,  O-Ring Buna-N 30mm ID ,318,20.52,Pump Solutions Ltd,Engineering
BLT-1103,Hex Bolt M10x50,3940,7.26,Seal & Gasket Warehouse,Quality
WLD-2112,Welding Rod E7018 1.2mm x 15kg,28,111.01,Pump Solutions Ltd,Quality
WSH-1394,  Copper Washer M16 ,1840,0.95,Seal & Gasket Warehouse,Maintenance
BRG-1083,CYLINDRICAL ROLLER BEARING 30206,442,98.92,Timken Industrial,Warehouse
GSK-1660,Graphite Gasket 1in 150#,145,33.50,National Bolt & Nut,Safety
VLV-1601,Plug Valve 3/4in,24,815.35,Seal & Gasket Warehouse,Production
BLT-1171,Anchor Bolt M8x30,1900,6.04,National Bolt & Nut,Production
WSH-1332,Belleville Washer M10,482,0.88,Timken Industrial,Operations
FLG-1518,Slip-On Flange 4in 300#,69,47.39,Pipe & Fitting Co,Safety
NUT-1224,Flange Nut M16,3134,2.73,National Bolt & Nut,Production
WSH-1386,  Fiber Washer 1/2in ,8163,1.53,Electrical Supply House,Production
BLT-1173,Anchor Bolt M10x50,3393,4.83,Seal & Gasket Warehouse,Warehouse
MTR-1845,Servo Motor 7.5HP,8,2064.00,Timken Industrial,Warehouse
BLT-1154,U-Bolt M12x60,1160,2.83,Seal & Gasket Warehouse,Engineering
FLG-1512,Slip-On Flange 1in 150#,48,174.26,Pipe & Fitting Co,Operations
PIP-1415,ss pipe sch10 6in x 6m,108,346.04,Seal & Gasket Warehouse,Maintenance
NUT-1272,Weld Nut M10,5266,0.79,Valve World Inc,Warehouse
NUT-1294,T-Nut M16,7042,1.80,Seal & Gasket Warehouse,Maintenance
FLG-1505,Weld Neck Flange 2in 150#,18,206.62,National Bolt & Nut,Maintenance
VLV-1564,GATE VALVE 2IN,31,738.65,Valve World Inc,Engineering
ELC-2037,circuit breaker 10a,11,154.96,Seal & Gasket Warehouse,Production
ELC-2059,Overload Relay 100A,38,25.07,National Bolt & Nut,Warehouse
WSH-1315,Lock Washer M20,2546,1.17,Pump Solutions Ltd,Maintenance
VLV-1629,Solenoid Valve 3in,21,386.65,Seal & Gasket Warehouse,Operations
BRG-1061,Pillow Block Bearing 6208,464,96.45,Valve World Inc,Engineering
GSK-1649,PTFE Envelope Gasket 4in 150#,99,60.20,Timken Industrial,Warehouse
PRS-1708,Level Transmitter 4in line,24,146.26,National Bolt & Nut,Production
HSE-1734,Hydraulic Hose 1in x 5m,19,335.51,Seal & Gasket Warehouse,Warehouse
ELB-1491,Street Elbow 90deg 1.5in,51,3.53,Seal & Gasket Warehouse,Engineering
GSK-1656,Rubber Gasket 4in 150#,163,32.96,Electrical Supply House,Safety
VLV-1616,Relief Valve 1/2in,25,701.40,National Bolt & Nut,Maintenance
BRG-1051,  Needle Roller Bearing 6208 ,27,112.25,Pump Solutions Ltd,Quality
ORG-2028,Lip Seal 75mm ID,150,40.27,Pump Solutions Ltd,Operations
VLV-1583,Check Valve Swing 6in,23,773.79,SKF Global,Warehouse
WSH-1348,Fender Washer 3/4in,4979,0.89,Electrical Supply House,Quality
BRG-1015,Tapered Roller Bearing 7208,362,112.40,Valve World Inc,Operations
WSH-1394,Copper Washer M16,3637,0.10,SKF Global,Engineering
NUT-1229,Flange Nut 1in,2666,2.03,SKF Global,Utilities
SLV-1938,Shaft Seal 25mm,18,8.34,Pipe & Fitting Co,Production
BRG-1011,  Tapered Roller Bearing 6208 ,159,78.66,National Bolt & Nut,Maintenance
ELC-2084,Cable Gland 160A,50,240.27,Pump Solutions Ltd,Operations
BRG-1029,Angular Contact Bearing UC205,185,76.25,SKF Global,Utilities
NUT-1296,  T-Nut 1/2in ,4215,1.46,Electrical Supply House,Production
BRG-1009,Deep Groove Ball Bearing UC205,65,106.34,National Bolt & Nut,Safety
PRS-1699,Flow Meter 0-300C,23,393.90,Pipe & Fitting Co,Operations
ELC-2055,Overload Relay 25A,17,16.11,Timken Industrial,Warehouse
ELB-1483,Long Radius Elbow 90deg 1.5in,193,23.31,Electrical Supply House,Engineering
VLV-1599,Needle Valve 6in,21,299.28,Valve World Inc,Engineering
GSK-1668,Kammprofile Gasket 2in 150#,113,13.62,National Bolt & Nut,Maintenance
PIP-1432,PVC Pipe SCH40 1/2in x 6m,20,317.10,Pipe & Fitting Co,Maintenance
LUB-1987,Penetrating Oil 20L,36,277.22,SKF Global,Production
FLG-1545,Lap Joint Flange 2in 150#,16,40.74,Timken Industrial,Operations
FLG-1545,Lap Joint Flange 2in 150#,16,40.74,Timken Industrial,Operations
PIP-1425,Galvanized Pipe 3/4in x 6m,163,63.57,SKF Global,Production
MTR-1832,Gear Motor 2HP,10,1207.73,Pump Solutions Ltd,Safety
PIP-1408,SS Pipe SCH10 1/2in x 6m,188,147.51,Pump Solutions Ltd,Warehouse
LUB-1964,Gear Oil 400g,2,253.41,Electrical Supply House,Quality
PMP-1875,Centrifugal Pump 4in 25HP,3,6999.88,National Bolt & Nut,Quality
ELC-2091,Junction Box 100A,32,92.85,National Bolt & Nut,Engineering
PIP-1428,Galvanized Pipe 2in x 6m,6,301.00,Electrical Supply House,Quality
BRG-1093,Flanged Bearing Unit 30206,376,13.21,National Bolt & Nut,Maintenance
PMP-1893,Peristaltic Pump 4in 25HP,4,8469.57,Valve World Inc,Warehouse
BLT-1197,Lag Bolt 1/2x2in,3547,3.48,Seal & Gasket Warehouse,Operations
PIP-1453,Copper Tube Type L 3in x 6m,86,51.71,Seal & Gasket Warehouse,Quality
ELB-1500,Reducing Elbow 2in,187,52.09,Pump Solutions Ltd,Production
BRG-1014,Tapered Roller Bearing 30208,248,14.27,SKF Global,Safety
VLV-1584,Butterfly Valve 1/2in,22,450.29,Timken Industrial,Engineering
NUT-1290,T-Nut M6,6676,0.18,Valve World Inc,Operations
SLV-1910,Shaft Sleeve 60mm,7,300.63,Seal & Gasket Warehouse,Operations
BRG-1062,Pillow Block Bearing 6310,241,19.83,Pipe & Fitting Co,Operations
ORG-2006,O-Ring Silicone 15mm ID,88,28.21,National Bolt & Nut,Warehouse
NUT-1214,Lock Nut Nylon Insert M16,9316,0.56,Electrical Supply House,Quality
WSH-1301,Flat Washer M8,9920,1.20,Pump Solutions Ltd,Production
PRS-1687,Pressure Gauge 4in line,6,139.37,SKF Global,Maintenance
BLT-1142,Eye Bolt M10x40,2322,4.92,National Bolt & Nut,Production
NUT-1209,hex nut 1in,8001,1.75,Valve World Inc,Engineering
VLV-1594,Needle Valve 1in,11,425.97,Valve World Inc,Operations
BLT-1114,Socket Head Cap Screw M12x60,4595,7.23,Electrical Supply House,Engineering
BRG-1036,Spherical Roller Bearing 22210,429,94.14,National Bolt & Nut,Warehouse
PIP-1407,Steel Pipe SCH40 6in x 6m,151,132.61,Pump Solutions Ltd,Quality
BRG-1091,Flanged Bearing Unit 6208,96,73.64,Electrical Supply House,Quality
VLV-1564,Gate Valve 2in,7,63.38,Valve World Inc,Quality
WLD-2118,MIG Wire ER70S-6 1.2mm x 15kg,48,112.15,SKF Global,Utilities
PRS-1712,Pressure Transmitter 0-150C,20,102.24,Electrical Supply House,Utilities
WSH-1326,Spring Washer 1/2in,7957,0.08,Valve World Inc,Engineering
WSH-1394,Copper Washer M16,9505,0.70,Pump Solutions Ltd,Operations
NUT-1248,Wing Nut 3/4in,2811,1.56,Seal & Gasket Warehouse,Safety
FLG-1527,Blind Flange 6in 300#,50,88.20,Pipe & Fitting Co,Safety
WSH-1368,Tab Washer 3/4in,8036,0.18,Seal & Gasket Warehouse,Operations
WSH-1310,Lock Washer M6,5741,1.67,Timken Industrial,Safety
VLV-1555,Ball Valve Full Port 1.5in,50,531.03,National Bolt & Nut,Warehouse
MTR-1829,electric motor 3phase 25hp,8,3386.70,National Bolt & Nut,Operations
FLG-1513,Slip-On Flange 2in 150#,72,190.35,Valve World Inc,Engineering
WLD-2123,TIG Rod ER308L 1.0mm x 15kg,11,82.25,Timken Industrial,Quality
ELC-2067,control transformer 100a,24,33.42,Electrical Supply House,Operations
ELC-2067,control transformer 100a,24,33.42,Electrical Supply House,Operations
BRG-1098,Flanged Bearing Unit 51105,12,27.76,Pipe & Fitting Co,Production
ORG-2036,V-Ring Seal 75mm ID,456,38.99,Timken Industrial,Quality
PIP-1429,GALVANIZED PIPE 3IN X 6M,17,198.24,Valve World Inc,Maintenance
NUT-1233,Coupling Nut M12,3592,2.36,Electrical Supply House,Operations
PIP-1420,Carbon Steel Pipe SCH80 2in x 6m,179,62.94,Pipe & Fitting Co,Utilities
BLT-1164,Stud Bolt M12x60,1067,1.68,Timken Industrial,Production
FLG-1527,Blind Flange 6in 300#,61,111.96,Electrical Supply House,Maintenance
FLG-1530,Socket Weld Flange 3in 150#,39,186.10,Pipe & Fitting Co,Utilities
PMP-1887,GEAR PUMP 4IN 25HP,1,839.52,Pipe & Fitting Co,Production
SLV-1938,Shaft Seal 25mm,38,107.82,SKF Global,Operations
VLV-1604,Plug Valve 2in,26,503.92,Valve World Inc,Safety
ORG-1999,O-Ring Viton 20mm ID,476,42.43,National Bolt & Nut,Maintenance
WLD-2110,Welding Rod E7018 0.8mm x 15kg,25,99.22,Valve World Inc,Maintenance
PMP-1897,Screw Pump 2in 15HP,5,734.27,Valve World Inc,Utilities
BLT-1140,EYE BOLT M6X20,2018,1.85,National Bolt & Nut,Safety
WLD-2125,Flux Core Wire E71T-1 2.5mm x 5kg,13,28.90,Seal & Gasket Warehouse,Warehouse
MTR-1869,Explosion Proof Motor 25HP,8,2015.93,Seal & Gasket Warehouse,Quality
FLT-1796,Fuel Filter 5 Micron,66,97.55,Pump Solutions Ltd,Operations
VLV-1555,Ball Valve Full Port 1.5in,10,349.65,Seal & Gasket Warehouse,Production
FLG-1545,Lap Joint Flange 2in 150#,29,202.18,Seal & Gasket Warehouse,Production
PIP-1411,SS Pipe SCH10 1.5in x 6m,79,91.72,Timken Industrial,Warehouse
MTR-1823,Electric Motor 3Phase 3HP,4,1460.63,SKF Global,Warehouse
LUB-1955,Bearing Grease 1kg,24,162.03,Pipe & Fitting Co,Maintenance
NUT-1274,Weld Nut M16,7991,2.70,Pipe & Fitting Co,Utilities
BLT-1166,stud bolt m20x100,271,1.57,SKF Global,Quality
BLT-1118,Socket Head Cap Screw 5/8x3in,1804,4.94,Pipe & Fitting Co,Warehouse
ELB-1486,Long Radius Elbow 90deg 4in,50,6.97,Pump Solutions Ltd,Warehouse
PMP-1894,  Screw Pump 1in 5HP ,5,2275.00,National Bolt & Nut,Warehouse
NUT-1297,T-Nut 5/8in,3017,1.50,Valve World Inc,Utilities
MTR-1836,Gear Motor 10HP,6,2909.03,Valve World Inc,Maintenance
WLD-2101,WELDING ROD E6010 2.5MM X 5KG,80,66.76,National Bolt & Nut,Warehouse
GSK-1643,Ring Joint Gasket 6in 150#,17,43.94,SKF Global,Safety
GSK-1643,Ring Joint Gasket 6in 150#,17,43.94,SKF Global,Safety
ORG-2022,Lip Seal 15mm ID,402,7.50,Valve World Inc,Safety
MTR-1859,Stepper Motor 25HP,7,3010.12,Valve World Inc,Safety
WSH-1339,Belleville Washer 1in,6585,0.70,Timken Industrial,Operations
BLT-1121,Carriage Bolt M8x30,3932,1.80,National Bolt & Nut,Utilities
VLV-1599,needle valve 6in,3,358.80,National Bolt & Nut,Engineering
HSE-1737,HYDRAULIC HOSE 1/2IN,39,131.42,Seal & Gasket Warehouse,Warehouse
VLV-1592,Needle Valve 1/2in,12,144.90,Electrical Supply House,Production
HSE-1731,Hydraulic Hose 3/8in x 2m,7,525.54,National Bolt & Nut,Operations
MTR-1840,Servo Motor 0.5HP,8,256.40,Timken Industrial,Production
NUT-1278,Weld Nut 3/4in,6761,0.87,Electrical Supply House,Production
BRG-1028,angular contact bearing 51105,220,13.68,Seal & Gasket Warehouse,Warehouse
BLT-1128,Carriage Bolt 5/8x3in,1185,2.10,Valve World Inc,Utilities
NUT-1272,Weld Nut M10,5987,2.23,Pipe & Fitting Co,Safety
PMP-1903,Booster Pump 2in 15HP,1,4289.41,SKF Global,Production
GSK-1664,Graphite Gasket 6in 150#,54,64.32,National Bolt & Nut,Production
BLT-1108,  Hex Bolt 5/8x3in ,4314,0.72,SKF Global,Engineering
WSH-1308,FLAT WASHER 3/4IN,2498,1.69,Valve World Inc,Engineering
NUT-1296,T-Nut 1/2in,7997,1.28,Pipe & Fitting Co,Quality
NUT-1280,acorn nut m6,944,0.69,Electrical Supply House,Engineering
BLT-1140,Eye Bolt M6x20,2917,2.37,Pump Solutions Ltd,Warehouse
VLV-1611,Diaphragm Valve 1.5in,41,479.38,Seal & Gasket Warehouse,Safety
VLV-1562,  Gate Valve 1in ,23,130.16,Pump Solutions Ltd,Production
NUT-1292,  T-Nut M10 ,7935,2.89,Seal & Gasket Warehouse,Engineering
BRG-1000,Deep Groove Ball Bearing 6205,85,36.90,Pipe & Fitting Co,Safety
HSE-1731,Hydraulic Hose 3/8in x 2m,43,459.92,Pump Solutions Ltd,Utilities
NUT-1209,hex nut 1in,571,1.62,Pump Solutions Ltd,Production
FLT-1803,Water Filter Cartridge 10 Micron,55,138.31,Electrical Supply House,Safety
VLV-1556,Ball Valve Full Port 2in,7,223.34,National Bolt & Nut,Engineering
NUT-1220,Flange Nut M6,3782,2.48,Seal & Gasket Warehouse,Quality
BLT-1148,Eye Bolt 5/8x3in,1438,5.66,National Bolt & Nut,Utilities
BLT-1188,Structural Bolt 5/8x3in,4508,1.10,Seal & Gasket Warehouse,Warehouse
PRS-1724,RTD Sensor PT100 0-200psi,13,391.42,Valve World Inc,Engineering
NUT-1208,Hex Nut 3/4in,9249,1.72,Pipe & Fitting Co,Safety
BLT-1188,Structural Bolt 5/8x3in,1234,6.18,Valve World Inc,Engineering
NUT-1288,Acorn Nut 3/4in,8383,0.69,Seal & Gasket Warehouse,Production
BLT-1151,U-Bolt M8x30,4189,1.77,Pump Solutions Ltd,Operations
SLV-1949,Mechanical Seal 50mm,16,127.88,Pipe & Fitting Co,Operations
ORG-2027,Lip Seal 50mm ID,218,14.81,Seal & Gasket Warehouse,Engineering
HSE-1777,  Quick Disconnect Coupling 1/2in ,39,367.54,Valve World Inc,Warehouse
VLV-1572,Globe Valve 2in,30,53.93,National Bolt & Nut,Engineering
NUT-1264,cage nut m16,1133,0.17,Electrical Supply House,Warehouse
WSH-1382,Fiber Washer M10,5197,0.60,Electrical Supply House,Production
MTR-1853,Stepper Motor 3HP,7,2691.97,Timken Industrial,Quality
BRG-1057,needle roller bearing nu210,484,86.29,Pipe & Fitting Co,Utilities
NUT-1209,Hex Nut 1in,6083,1.21,Pump Solutions Ltd,Utilities
BLT-1113,socket head cap screw m10x50,1681,0.72,Pump Solutions Ltd,Maintenance
WSH-1380,Fiber Washer M6,7441,1.03,SKF Global,Operations
FLG-1547,Lap Joint Flange 4in 150#,95,101.71,Pump Solutions Ltd,Warehouse
NUT-1270,Weld Nut M6,5121,2.44,Pump Solutions Ltd,Safety
HSE-1768,Hydraulic Filter 3/8in,7,483.96,Timken Industrial,Production
LUB-1967,Gear Oil 20L,19,328.55,Valve World Inc,Engineering
NUT-1238,  Coupling Nut 3/4in ,3368,0.15,Seal & Gasket Warehouse,Operations
HSE-1771,Quick Disconnect Coupling 3/8in x 2m,10,175.02,Valve World Inc,Production
BLT-1196,Lag Bolt M20x100,472,1.32,National Bolt & Nut,Maintenance
ELC-2075,TERMINAL BLOCK 100A,46,258.40,Electrical Supply House,Production
BLT-1177,Anchor Bolt 1/2x2in,361,5.98,Pipe & Fitting Co,Operations
PMP-1896,screw pump 2in 10hp,4,3972.86,SKF Global,Operations
BLT-1150,U-Bolt M6x20,2553,5.39,Pump Solutions Ltd,Production
LUB-1977,chain lubricant 20l,26,388.55,Pipe & Fitting Co,Engineering
PIP-1438,PVC Pipe SCH40 4in x 6m,89,112.43,National Bolt & Nut,Maintenance
VLV-1558,BALL VALVE FULL PORT 4IN,15,498.52,Pump Solutions Ltd,Engineering
GSK-1649,PTFE Envelope Gasket 4in 150#,165,5.41,Pipe & Fitting Co,Warehouse
ORG-2001,O-Ring Viton 30mm ID,123,36.89,Electrical Supply House,Maintenance
GSK-1632,Spiral Wound Gasket 1in 150#,156,22.66,Electrical Supply House,Warehouse
BLT-1154,U-Bolt M12x60,1780,5.93,National Bolt & Nut,Safety
HSE-1748,Hydraulic Cylinder 1/2in x 3m,49,96.65,National Bolt & Nut,Quality
BRG-1083,Cylindrical Roller Bearing 30206,183,104.73,Pipe & Fitting Co,Warehouse
PIP-1432,PVC Pipe SCH40 1/2in x 6m,112,145.27,Electrical Supply House,Operations
MTR-1865,Explosion Proof Motor 7.5HP,6,695.52,Pipe & Fitting Co,Warehouse
VLV-1582,Check Valve Swing 4in,32,717.40,Pipe & Fitting Co,Utilities
WSH-1363,Tab Washer M12,5605,0.88,SKF Global,Warehouse
ELB-1489,Street Elbow 90deg 3/4in,117,26.69,National Bolt & Nut,Quality
ORG-1993,O-Ring Buna-N 30mm ID,40,22.21,Valve World Inc,Maintenance
BLT-1124,Carriage Bolt M12x60,2210,7.07,Valve World Inc,Engineering
VLV-1579,Check Valve Swing 1.5in,20,42.38,National Bolt & Nut,Quality
NUT-1222,flange nut m10,4176,2.76,Seal & Gasket Warehouse,Production
ORG-2012,O-Ring Silicone 75mm ID,162,37.65,Seal & Gasket Warehouse,Engineering
PIP-1457,Chrome Moly Pipe 3/4in x 6m,16,21.80,Seal & Gasket Warehouse,Utilities
BRG-1014,Tapered Roller Bearing 30208,168,26.68,Seal & Gasket Warehouse,Operations
VLV-1596,Needle Valve 2in,50,192.40,Seal & Gasket Warehouse,Safety
GSK-1645,Ring Joint Gasket 2in 300#,49,42.42,Pipe & Fitting Co,Warehouse
LUB-1977,Chain Lubricant 20L,2,246.99,Timken Industrial,Warehouse
FLT-1815,Strainer Basket 10 Micron,52,134.88,National Bolt & Nut,Utilities
BRG-1056,Needle Roller Bearing 22210,40,90.76,Valve World Inc,Quality
MTR-1859,Stepper Motor 25HP,7,2055.03,Valve World Inc,Utilities
LUB-1965,Gear Oil 1kg,8,49.72,Timken Industrial,Quality
ELB-1472,elbow 45deg 1/2in,106,4.36,Seal & Gasket Warehouse,Quality
VLV-1609,Diaphragm Valve 3/4in,48,251.18,Seal & Gasket Warehouse,Engineering
FLT-1784,Air Filter Element 5 Micron,23,159.29,National Bolt & Nut,Operations
BLT-1133,Flange Bolt M10x50,1273,2.03,SKF Global,Utilities
VLV-1562,Gate Valve 1in,39,360.27,SKF Global,Utilities
ELB-1500,Reducing Elbow 2in,123,24.37,Pump Solutions Ltd,Production
PIP-1401,Steel Pipe SCH40 3/4in x 6m,51,109.98,SKF Global,Safety
WSH-1349,Fender Washer 1in,730,1.69,SKF Global,Quality
SLV-1953,Mechanical Seal 100mm,24,277.76,Valve World Inc,Quality
LUB-1956,Bearing Grease 5L,30,276.00,Pump Solutions Ltd,Engineering
BRG-1056,Needle Roller Bearing 22210,434,76.10,National Bolt & Nut,Quality
ELC-2083,Cable Gland 100A,50,72.99,Electrical Supply House,Utilities
FLG-1508,Weld Neck Flange 6in 150#,11,247.93,Timken Industrial,Quality
ELC-2086,Junction Box 16A,19,147.64,Electrical Supply House,Operations
ELB-1479,Elbow 45deg 6in,46,20.99,SKF Global,Production
LUB-1974,  Chain Lubricant 400g ,48,406.53,Pipe & Fitting Co,Operations
GSK-1661,  Graphite Gasket 2in 150# ,120,11.53,Pipe & Fitting Co,Utilities
BRG-1029,Angular Contact Bearing UC205,17,44.93,Timken Industrial,Quality
HSE-1731,Hydraulic Hose 3/8in x 2m,24,558.65,Electrical Supply House,Production
BRG-1036,Spherical Roller Bearing 22210,417,90.00,SKF Global,Warehouse
FLT-1781,Oil Filter Element 50 Micron,17,72.10,Valve World Inc,Quality
PIP-1413,SS Pipe SCH10 3in x 6m,21,183.69,SKF Global,Maintenance
FLT-1793,  Hydraulic Filter Element 50 Micron ,20,45.32,Timken Industrial,Operations
NUT-1241,wing nut m8,9018,2.44,National Bolt & Nut,Safety
WSH-1378,Sealing Washer 3/4in,2679,1.61,SKF Global,Operations
PRS-1690,Temperature Gauge 0-500psi,3,274.01,Pump Solutions Ltd,Safety
BRG-1030,Spherical Roller Bearing 6205,46,52.64,Pump Solutions Ltd,Utilities
BLT-1142,Eye Bolt M10x40,884,3.96,SKF Global,Quality
FLT-1814,STRAINER BASKET 5 MICRON,35,139.44,Timken Industrial,Quality
ELC-2093,Push Button Switch 10A,4,359.97,Valve World Inc,Production
FLT-1789,Air Filter Element 1 Micron,80,58.32,SKF Global,Maintenance
ELC-2045,contactor 10a,50,361.16,Electrical Supply House,Production
ORG-1990,O-Ring Buna-N 15mm ID,306,41.07,Valve World Inc,Warehouse
PMP-1899,Screw Pump 4in 25HP,5,2232.39,Pipe & Fitting Co,Engineering
PMP-1877,Diaphragm Pump 1.5in 7.5HP,3,1091.51,Electrical Supply House,Warehouse
WSH-1353,Wave Washer M12,1927,1.59,Timken Industrial,Maintenance
PRS-1704,Level Transmitter 0-500psi,2,355.69,Timken Industrial,Utilities
LUB-1981,Anti-Seize Compound 5L,45,115.88,Timken Industrial,Production
LUB-1981,Anti-Seize Compound 5L,45,115.88,Timken Industrial,Production
HSE-1763,Hydraulic Filter 3/8in x 2m,48,329.21,Electrical Supply House,Quality
VLV-1579,  Check Valve Swing 1.5in ,6,72.04,Valve World Inc,Utilities
PIP-1418,Carbon Steel Pipe SCH80 1in x 6m,57,125.93,Timken Industrial,Utilities
MTR-1828,Electric Motor 3Phase 20HP,8,2684.97,Pump Solutions Ltd,Utilities
LUB-1986,Penetrating Oil 5L,32,151.94,National Bolt & Nut,Engineering
BRG-1044,Thrust Ball Bearing 30208,97,106.81,Pipe & Fitting Co,Utilities
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,45,18.36,Timken Industrial,Safety
MTR-1826,Electric Motor 3Phase 10HP,6,718.77,Electrical Supply House,Operations
BRG-1081,Cylindrical Roller Bearing 6208,368,62.02,SKF Global,Safety
NUT-1228,Flange Nut 3/4in,2666,0.53,Pipe & Fitting Co,Operations
PRS-1701,Flow Meter 4in line,20,442.70,SKF Global,Quality
NUT-1209,Hex Nut 1in,4668,0.37,National Bolt & Nut,Maintenance
SLV-1908,Shaft Sleeve 40mm,16,100.79,Pump Solutions Ltd,Maintenance
